text,fav
おはようございます😊#今日の積み上げ✅タイピング練習✅SQL(Progate)✅Python(Udemy)✅基本情報技術者の勉強着実に目標達成に向けて積み上げていきます😀分からないことがあればググる癖が身に付いてきた気がします💻今日も一日頑張ります☺️#駆け出しエンジニア,19
@python_lady 手抜きには見えないです😇,0
2021/02/08 #今日の積み上げ ・C++勉強　・Errorログ出力（マクロについて。セグフォあたりを中心に調べる）　・「オブジェクト指向でなぜつくるのか」第５章（4章読み直し）・AtCoder　茶色相当　２問#プログラミング学習 　#C++  #Python,4
@jun50_python ろりこんかにゃ？,1
さて次なる目標は・休止してたジムの再開・Pythonあたりやるかなぁあ、fxもゼロからスタートしないと,1
おはようございます。今月はPythonを頑張っているのですが、勉強していく中で、ベクトルや行列、微分積分などが登場してきてます。多少…高校で勉強しておいて良かったなぁと思うけど、数式の意味など、もっと分かりやすく説明できないのかぁとも思います。基礎は大事です。#新人研修,3
"Python基本構文の備忘録ファイルへ文字列(in_list)を書き込みwith open('output.txt', 'w', encoding='utf-8') as fp: for line in in_list:  fp.write(line + '\n')#プログラミング #Python",2
これ使えばラズパイpicoでキーボード作れるなPythonだからプログラム書くのは楽だけど、ループの遅さがどう響いてくるかhttps://t.co/O52LE0rOgI,2
@jun50_python ひんにゅーか　じぶんは大きいほうがすき,1
@jun50_python めんどいからパスで,1
経理のKW検索で、「経理 Python」を発見！今のところまだ強いKWではないですが、今後伸びそうなのでリサーチしています。#Python #Excel #経理https://t.co/wmMfVIrgTq,0
@python_lady お疲れ様でした！働き者のオネエたまおはよ！,0
@jun50_python にゃーん？,1
@jun50_python じゅんねこっておっぱい好きなのね(?),1
@jun50_python リムるってなに？,2
@jun50_python えっち,1
"@jun50_python に""　ゃ""　ー",1
@jun50_python 朝からやなもん見たわ,2
@jun50_python え、頭痛いのに行くんだよ…？寝るの…？,0
そういやぁ、Python Package Indexは《パイパイ》と呼ぶらしい☺️ こういう類の言葉に、まるで小学生のように無条件に反射してしまうオジサンです...👨‍🦳👍#プログラミング初心者#今日の積み上げ#自称ピーターパン,14
なんで機械学習で使われる言語ってpythonなの?よくわからん。,2
@jun50_python 学校来てから？行く前に？,1
@jun50_python わかる,1
python学習 9日目#今日の積み上げ位置引数デフォルト引数キーワード引数読書📖__________________,4
@jun50_python ぼーいんぐななな,1
今月のPython駿河はつまみ食い読書会です。Pythonプロフェッショナルプログラミングの一部（Chapter 5 課題管理とレビュー）を読書します。ペア読書方式でやろうと思っていて、余裕があったらGitHubで実践します。 https://t.co/pMnYuvMK0Z,1
今更ながらPythonの勉強を始めましたうちのネパール人従業員に教えて貰いながら将来を見据えて覚えとこうかとプログラミングとか高校以来やってねぇよ…プログラミング2級とかもうお飾りだよ…,6
おはようございます☀️昨日は【chromedriver】とゆうのを入れてpythonでchromeを開いてみました自分でコードを書いてPCを動かせるって楽しいですね😃命令を出してるみたいです今週も積み上げていきましょう💡#今日の積み上げ仕事webスクレイピング読書シャドーイング#プログラミング初心者,14
@jun50_python 今日行くからなー,1
@jun50_python ごめんなさいわかりません!,1
#アイコン晒して10RTきたら有名人見た人もやる　ってハッシュタグあるけど、確実に無理だと思う。まあやってみるけど。あと今日からc++とJavaScript勉強する予定(ディープラーニングにPythonが必要とかは聞いてない。),1
@jun50_python 設定で変えられるけど、確か5秒に一回が最も早かった気がする。2秒毎だと記憶装置が追いつかない,1
.【フルスタへの道🤞💪👽】Day 142: 2️⃣1️⃣-0️⃣2️⃣-0️⃣7️⃣🌞本日学習時間: 7.18h合計: 1024h日平均: 7.21h内容: 🔹 学校 (Python &amp; Flask)🔹 Udemy Python (Functions)🔹 Udemy JavaScript (Game with DOM) #プログラミング初心者#今日の積み上げ,8
おはよう🌄#今日のやる事【業務（研修）】☑️SQL＆Excelの追加課題☑️Access【業務外】☑️統計検定2級勉強☑️筋トレ（脚トレ）休日ルーティーンが終了し、平日ルーティーンへ切替😆習慣化して淡々とこなすだけ😎今日も1日頑張ろー🔥#統計学#機械学習#Python#SQL#プログラミング,15
@KawaiiBOTz Source found on Pixiv!Similarity: 92.38%Title: 楽描きまとめ３Author: へもぐろびんＡ１Ｃhttps://t.co/dlUkq7v7pWSource found via SauceNAO Python API Wrapper @ https://t.co/Y1XKgwPaCt !,0
おはようございます！#今日の積み上げ✅筋トレ　胸✅FE 午前H28秋✅FE 午後✅python 基本事項テストまであと少ししか無いけど、もう悔いが残らないように勉強するしかない💪#駆け出しエンジニアと繋がりたい#プログラミング初心者,24
(2/7) honto 電子書籍ストアランキング &gt; コンピュータ・IT・情報科学 &gt; 情報理論・情報科学ランキング3位:須藤秋良『スッキリわかるPythonによる機械学習入門』https://t.co/fcN82MhJ6h,0
【モーニングメソッド🌞24日目】おはようございます！昨日の夜にプリント開始したサンプルですが最初に梱包されてたフィラメントだと全然足りず、途中で終了してました！笑積み上げ🔥✅案件作成(スクレイピングアプリ)✅3Dプリンタ勉強✅読書#python #駆け出しエンジニアと繋がりたい https://t.co/LqH9bgeL9d,18
続きを見てたら、大量にPythonのプロセスが.久々の内戦楽しかった！！,0
【G検定攻略ガイドYoutube】２０２１年版：Ｇ検定の出題分析【G検定攻略ガイド】｜https://t.co/VGopGNb7AT#G検定 #ディープラーニング #AI #人工知能 #資格 #Python2021-02-08 07:06:00.119820,1
30代未経験pythonでWEBアプリ制作~187日目~・LINUCスピードマスター総復習・今更だけど、メモの魔力読んだ,1
高校向けPython入門(11) Pythonにおける真理値｜E.V.ジュニア #note https://t.co/DqpnDlVMNx,0
2/8 #今日の積み上げ ・Progate Python ・英単語去年チョロっとプログラミングに触れたお陰で、Pythonの初歩が分かりやすい気がします。Progateさんが優秀なことが相まってサクサク進みます。,6
【過去記事紹介】 Pythonで温度・湿度ロガー IBS-TH1 PLUSのデータを分析してみる https://t.co/RUwyz7VFNK,4
"日本のツイートトレンドTOP10は['#おは戦30208fg', '指定暴力団組織', '組の評判', '#冨岡義勇誕生祭2021', 'トリンカオ', '#馳河ランガ誕生祭2021', '#ちょうどいいラジオ', 'サイコパス度テスト', '丈くん舞台', '#SILVERRAIN']です #Python #Tweepy",10
#朝活　#プログラミング初心者　#プログラミング初心者と繋がりたい 「PythonとExcelで自動シフト表作成」日にち別の出勤者数を評価次に、日にちごとの実際の出勤者数を計算↓「職員の人数 - 日にちごとの休みの合計」で計算↓日にちごとの出勤者数の希望と実際との差を２乗して評価点に反映 https://t.co/CRaOWR8k0x,11
おはようございます🌞本日も楽しんで積み上げます🎵心が平和になれば発する言葉も平和になる😌心が平和になれば心ない言葉も受け止められる😁心が平和になればいつも幸せ🍀😆🍀#世界平和#PeaceDay#坐禅#差別しない#Python#坐禅習慣 #ZenOto https://t.co/kEEgioB2wz,5
Pythonで分析したことはあるけどMATLABでやったことないんでグラフの重ね方とか初歩的なこといちいち調べてるのに時間取られてる,1
明日は今の教本の... 『シゴトがはかどる Python自動処理の教科書』 2時間20分 11ページ https://t.co/X8FWQ8Jxyr #studyplus,0
2021-02-08 07:00:01仙台市現在の天候：所により曇り　　　気温：-1℃#仙台の天気#プログラミング #Python#相互フォロー #フォロバ100 #followback,5
おはようございます。昨日(2月07日)のPythonに関する記事は「30」件です。ピックアップ記事:”PyTorchのUserWarning: Using a target siz…”https://t.co/Gln1DnWUtO,1
おはようございます☀最近朝の生産性が悪いので、順番を変えて運動から始めてみます✨‼️#今日の積み上げ 168day□💪メトロンブログ筋トレ□🏃‍♂️10kmjog□💻Python動画□🎙音声配信１本□💲政治経済ニュース1本□✍️簿記過去問１題#おは戦30208Fg🌛,35
#朝活　#プログラミング初心者　#プログラミング初心者と繋がりたい 「PythonとExcelで自動シフト表作成」日にち別の出勤者数を評価まずはExcelに、日にちごとに出勤してほしい人数を入力↓これをpandasで読み込み、必要なデータ抽出↓numpyの配列に変換⬇️ https://t.co/9NXXNwKIUs,12
pythonのschemdraw使い方慣れれば、ソフト入れなくても回路かけると考えると楽かもなそんなわけないけど解析するようになるのかな...#python,1
【簡単・爆益】仮想通貨の自動売買ツールをPythonを使って作成する方法https://t.co/gPEkSwAlJa,1
20210208の予想を1つ紹介！--&gt;津 第8Rの３連単は1-2-4に注目です。その他の情報は以下のサイトから！ https://t.co/mCfPii9xb1 #python #boatrace #自動投稿 #津,0
"ソート処理である特定グループのみリストの最初の方に持ってきたい場合、tupleにすると有効。そんな使う場面を想像できないけど…[(1, 1), (0,1), (0,0), (1,0)]これが list.sort() を用いると[(0,0), (0,1), (1,0), (1,1)]となる#Item21 #g_e_python",0
おはようございます🌞✅ python学習 (webスクレイピング編)✅スキマ時間に読書✅瞑想10分chromedriverのインストールがうまくいかず2日悩んでしまった😭🔨結局 pip install chromedriver-binary でいけた🙌まだまだ知らない事がたくさんあるね…毎日少しでも知識を増やしていこう😊💯#python,5
箕面プログラミングキャンプで最初の言語選択にて人気なのは、PHPとPythonです。でも、実現したいことによって選択言語はまったく違ってきます。最初の言語選択は大切！箕面プログラミングキャンプで、言語選択の段階から一緒に考えていきましょう。#プログラミング #プログラミング初心者,17
@sumily7 なるほど〜、言語によって色々と変わりそうですね！僕はいまPythonを勉強中ですが、他のも軽く見てみようかな…。ありがとうございます！！また相談させてくださいね😆✨,1
ブログ記事紹介：[アルゴリズム] バケットソート（Python編） https://t.co/7ExC933xcj#sort #python #Algorithm https://t.co/LHovZGC2Qg,0
Pythonで画像を横にスライドさせる表示の仕方とそれを動画にする方法 MayuMega#プログラミング #Python #画像 #スライド #動画  https://t.co/bd3EZ1U8zd,2
扱うデータは、Excelデータだけではないから、分析するには、ばらついたデータをPython言語で統一し、やっと分析に入るわけです。Pythonデータ分析エンジニアの仕事は、それです。,0
@jun50_python おはおはーっ！,1
@KawaiiBOTz Source found on Pixiv!Similarity: 96.53%Title: アーランドの錬金術士Author: 榎吉https://t.co/76EYmJGq0pSource found via SauceNAO Python API Wrapper @ https://t.co/Y1XKgwPaCt !,0
現段階ではばらつきを人間がPythonとかでデータの統一をしないとならないわけです。,0
1件のコメント https://t.co/xZrF3SJwYU “MeCabをPythonで形態素解析 + FlaskでAPI” (28 users) https://t.co/4SCJVapqSC,0
おはようございます6時半起床#早起きチャレンジ よし一週間が始まりました今日はPythonの問題集を数問解きたいと思います皆さんも良い一日をお過ごし下さいToDo瞑想英語筋トレ散歩#おは戦30208fg,87
おはようございます💡それでは今週もいつものやっていきましょう👍#積み上げ　#朝活1️⃣読書2️⃣Python3️⃣筋トレそれでは皆さん今日も一日ご安全に💪,9
★PythonMeCabはインストールできましたが、0.996.5にできない。”Ochasen”を使ってみたく、1以上のバージョンではNGぽい🤔昨夜、久々にメンターさんと繋いで2時間ほどフォロー頂きましたがダメでした♨️一旦リラックスして再度トライします笑#今日の積み上げ #駆け出しエンジニアと繋がりたい,28
@hack_tnr BigSureでも色々問題が…ネット上の解決策は試したが解決しない…どの環境の Python使っているのかな？今は、暫定的にWindows使ってる,1
@Hiroyan_python  おはですー！！😀👍,1
だから、「ExcelからのPythonデータ分析」という本があるとわかる‼️Excel使ってる会社に加工させようという、データサイエンティストの企み。,1
【プログラミング素人のはてなブログ】Pythonでos.remove()を使って条件を指定してファイルを削除しようとするとPermissionErrorになる https://t.co/zZkK8NjLWU,0
おはようございます☀#今日の積み上げ 245日目 #Python #Django Udemy視聴 #読書 アウトプット大全、スマホ脳#ブログ #streamlit 1/6記事#筋トレDjango学習中❗️次はmodelsの構築です🤔少しずつフレームワークの構成がわかってきて楽しいですね😁 ブログも少しずつ書き続けます✨,10
いつおんチャンネルで新しい動画を公開しました。【Automatic Composition】初太-Hatta V4-No．860【アルゴリズム作曲】 https://t.co/2uGvWS0Noy#音楽 #Python #自動作曲 #プログラミング #Youtube,0
PyInstallerでPythonがないWindows環境で動作するexeファイルを作成する https://t.co/WzEllrYHox #Qiita @bwtakacyより,0
✅今日のやることリストおはようございます。今週もしっかり朝活スタートです。⬜︎朝活（筋トレ）⬜︎プログラミング学習（Python）⬜︎読書（自己投資）⬜︎自家製サラダチキン作りさぁ今日も必ず成長します。,5
最近Pythonでクリエイティブなコーディングやっててすごく楽しい,3
@KawaiiBOTz Source found on Pixiv!Similarity: 93.96%Title: 落書き早苗さん２Author: ゴムhttps://t.co/VDm7UVdV2rSource found via SauceNAO Python API Wrapper @ https://t.co/Y1XKgwPaCt !,1
データサイエンスを勉強していく中で、取得したいなーと。学生の頃に勉強した知識で少しは問題解けるだろーと思ってたところ。。。見てみたら、全く分からん😑はい、やりなおしーー🙋#Python #データサイエンス #駆け出しエンジニアとつながりたい #AI領域に踏み出したいコンサルタント https://t.co/l2hSf0vTXd,10
インスタグラムDM送信を自動化するツール【pythonでコピペのみ】https://t.co/mzmmVp4W4K,0
Pythonを使ってデータ分析を極める本です。最近界隈では大人気の本ですね。｜https://t.co/TrGAbU9Ybk#G検定 #ディープラーニング #AI #人工知能 #資格 #Python2021-02-08 06:24:19.621468,2
〜プログラム初心者あるある〜コピペしたら動いたラッキー！中身説明して？って言われて詰む#python #プログラミング初心者 #機械学習,10
おはようございます😌いつもより少しだけ頑張れればいい。今週もまた小さな積み重ねを＃朝活　#今日の積み上げ #ブログ初心者 #Python,20
SQLAlchemy公式のORMチュートリアル、かなり難しくないですか? SQLに自信が無いからORMを使う、という訳にはいかなさそう #Python,0
おはようございます☀️朝活始めます😃今日も一日頑張りましょう❗【今日の予定】・筋トレ(下半身)・英会話(英文法)・プログラミング学習(Python)・瞑想#朝活　#積み上げ,13
【前提条件】「python儲かるって聞きましたが本当ですか？」→ポテンシャルを測る要素が見つからないので解らん「難関大学で統計を学んでました、機械学習方面に力入れたいのですが今からpython需要ありますかね」→引くて数多,13
おはようございます😃日曜日のお酒は控えようと思います。睡眠の質が最悪でした😭大胸筋と大臀筋が筋肉痛…ToDo✅筋トレ　胸三頭筋✅読書✅料理✅ブログ✅python 今日プレゼンだけど何も練習してない！！ミスった！！#朝活 #今日の積み上げ,18
おはようございます🦥今日も5時30分に起床できました👍目標の5時に目覚めるのだが、どうしても起床できない😅徐々に改善していくぞ~😆今日は少しPython勉強してから学長の動画見て出社するぞ🦁,5
Pythonデータ分析エンジニア試験は、ビジネスシーンに不可欠だと実感しました❣️❣️❣️,0
【117日目 |7時間】Shell script &amp; jetsObsidianの自動化を少し。Pythonを少し触った。すっきりとしたシンタックスという印象。nodeのアプリをjestした。結構充実した。#駆け出しエンジニアと繋がりたい,8
未だにlevel2アクセスできひんしもう一旦忘れてUdemyでPythonしよ、待望のセールきたし！,4
「Python 学習コース I」コースを修了しました！ https://t.co/Nw5PBjHbbm #Progate,17
Pythonが圧倒的な1位、2021年エンジニアが学びたいプログラミング言語 | https://t.co/FKPpB9Vn7Zhttps://t.co/9y02o0JOTr,1
私の身につけたい言語はPythonです！　#パソナテック　#エンジニア,0
ひとまず、Amazon SageMaker Data Wranglerは処理内容をPythonコードでエクスポートできることが違いと分かった。別のフォーマットを変換するなら、AWS Glue DataBrewで簡単にできるらしい。,1
おはようございます😃#今日の積み上げ•基本情報技術者•プログラミング学習Python•読書「ワークシフト」•散歩、ストレッチ今月に基本情報技術者の試験を受ける事にしました。ゴールが見えたので、がぜんやる気が湧いて来ます。本日もよろしくお願いします。,4
ubuntu16 でsudo apt install python-pdfminerだとインストールできたけどsudo apt install python3-pdfminerだとダメとりあえずインストールできたので続けてみよう,0
"日本のツイートトレンドTOP10は['指定暴力団組織', '組の評判', 'アリソン', '#冨岡義勇誕生祭2021', '#馳河ランガ誕生祭2021', '#日向坂で会いましょう', '#おは戦30208fg', 'フォーデン', 'ヴェルナー', 'リュディガー']です #Python #Tweepy",3
pythonでUNSPLASH画像をランダムに1枚ツイート https://t.co/up0kmqsCEu,0
ラズベリーパイより、2月8日6時0分の空模様と気温 -20.500℃ #raspberrypi #python #fswebcam #photo #北海道 #オホーツク #イマソラ https://t.co/WMqwRVyAYR,1
#駆け出しエンジニアと繋がりたい  #プログラミング #python  #プログラミング初心者  #プログラミング学習【SQL/BigQuery】ROW_NUMBERでグループごとに順番・順位を付けるhttps://t.co/9yh6qUoKVT,5
2021-02-08 06:00:01仙台市現在の天候：所により曇り　　　気温：0℃#仙台の天気#プログラミング #Python#相互フォロー #フォロバ100 #followback,6
学習中の人工知能なので、とても低い勝率です。次回2月08日 【1戦目】のじゃんけん予想は、テレビがグー✊を出す確率が高いです。By https://t.co/Q2hShSok6m #めざましじゃんけん #めざましテレビ #人工知能 #TensorFlow #LSTM #OpenCV #Synology #Keras #PHP #Darknet #Python #DNN,6
✌️「Python 学習コース I」コースを修了しました！ https://t.co/f9yAPGa8LQ #Progate,13
【部数限定公開2021#1】法律&amp;時事問題まとめnote【まとめ問題付】｜ https://t.co/xywDToAj1J#G検定 #ディープラーニング #AI #人工知能 #資格 #Python2021-02-08 05:42:39.362918,1
Line の例のやつ、Python 3 で動くように修正されたり、言い訳が追記されたりしてたけど、is_prime がおかしい問題はそのままなのね https://t.co/esm4jvFV1A,0
しかしpythonでは型を書いた方が確かに実行速度が上がるので書かざるを得ない。。。,0
おはようございます#今日の積み上げUdemy Python講座を進める以前Pythonを勉強したい、と思ってPythonエンジニア認定資格試験を取りましたが、酒井さん(@sakaijun )のUdemy講座のほうが、基礎だけではなく実践的な内容が網羅されていて良いですね#コード掛け 137/180https://t.co/ozjhAqnHNd,14
#今日の積み上げ・udemyかめさんのPython講座・基本情報過去問、1問解く,0
非エンジニアのためのPython活用法！マイクラもPythonコーディングで一気にレベルアップ！お子さんと一緒にマイクラでPython勉強もいいかも？？https://t.co/qmYsBZK8eT,0
どちらかというとpython勉強したくてやり始めたので、ゲームは副産物のようなものだったり・・,12
Apple Watchの心電図データをPythonで分析して遊ぶ https://t.co/Hq5GrYxaO6 #AI #人工知能 2021年02月07日 20時30分,1
まぁプログラムの知識ゼロからpython学びながらだから時間かかるのよねぇ,3
Python 3入門 + 応用 +アメリカのシリコンバレー流コードスタイルを学び、実践的なアプリ開発の準備をする  https://t.co/Yl9qQbiv4a#udemy #クーポン #python #シリコンバレー,0
じこまんぞくPythonあ～と!! https://t.co/4NgI0qDuR1,0
#朝活　#プログラミング初心者　#プログラミング初心者と繋がりたい 「PythonとExcelで自動シフト表作成」確かnumpyは計算が高速だったはず。numpyでいけるとこはなるべく使っていこう🤔,11
久しぶりにpython書いたけど、仕様をよくわかってるわけじゃないから書くの辛い。,0
MacってPythonが標準搭載されてんの？,3
#朝活　#プログラミング初心者　#プログラミング初心者と繋がりたい 「PythonとExcelで自動シフト表作成」numpyのarrayにpandasのデータフレームを渡すと、numpyの配列に変換出来る「そんなの当たり前だろ！」と言われそうですが・・・😅　今分かりました⬇️ https://t.co/yzKgHsyhFZ,12
"私が作成したもので全体に公開されているstats bot, S3にupdaterだけに公開されていたgoogle_visionの2つはhttps://t.co/3KmrLyhwdG (python)です。その他MK8DX, …続きは質問箱へ #Peing #質問箱 https://t.co/qYH7bbxSUU",0
pypyのほうがpythonより遅い場合あると全部pypyで出すができないから結構つらいな,3
憧れのテンバガーを狙ってNASDAQの割安株を探したくて、山口揚平さんの書籍で紹介されてる手法を米国株向けにやってみました。#米国株 #python #データ分析 #投資 #テンバガーhttps://t.co/G1L7MOiDeM,0
"日本のツイートトレンドTOP10は['アリソン', '#日向坂で会いましょう', '指定暴力団組織', '組の評判', '#馳河ランガ誕生祭2021', 'フォーデン', '#冨岡義勇誕生祭2021', '#乃木坂工事中', '#関ジャム', 'ギュンドアン']です #Python #Tweepy",1
【合格者向け】G検定合格の一歩先へ…｜G検定攻略ガイド https://t.co/JOy6Q7Wbre#G検定 #ディープラーニング #AI #人工知能 #資格 #Python2021-02-08 05:00:58.882508,1
PyInstallerでPythonがないWindows環境で動作するexeファイルを作成する - Qiita https://t.co/x80eIriDFg #AI #人工知能 2021年02月07日 20時00分,0
Pythonの開発理由グイド・ヴァンロッサムが携わっていたAmoebaという複雑なシステムのプロジェクトが既存プログラミング言語では開発が難しくシンプルな言語が欲しかったそれを形にするために開発したのがPythonというプログラミング言語,1
2021-02-08 05:00:01仙台市現在の天候：所により曇り　　　気温：0℃#仙台の天気#プログラミング #Python#相互フォロー #フォロバ100 #followback,3
ブログ記事紹介：[Python] 高速勉強 #8 「繰り返し文」 https://t.co/raiQLtAjfi#for #python https://t.co/o3CAoDrL2F,1
プログラマ向いてないのです…。それ以外はpythonだよなぁ。,0
#朝活　#プログラミング初心者　#プログラミング初心者と繋がりたい おはようございます🖐️　#今日の積み上げ 予定✅介護のお仕事✅Pythonで自動シフト表作成✅筋トレ（胸）✅寿司打（15分）,21
【データサイエンティスト入門編】探索的データ解析（EDA）の基礎操作をPythonを使ってやってみよう https://t.co/4ve4yW0QQ6,2
COBOL、頑張ってるやん。 QT Pythonが圧倒的な1位、2021年エンジニアが学びたいプログラミング言語 https://t.co/EN2YTl0qZ2,3
@KawaiiBOTz Source found on Nico Nico Seiga!Similarity: 97.1%Title: あいすAuthor: のちたしんhttps://t.co/UaALKRqUniSource found via SauceNAO Python API Wrapper @ https://t.co/Y1XKgwPaCt !,0
pypyからpythonになってないか？,0
"おそらくpythonのx*x, x**2の例のコードはこれhttps://t.co/neP1ROq42Dhttps://t.co/waII6VBSoZ",3
diceCTF、いまやってるRE間に合うかな、って思ってたら、pythonがハングアップ。死んだ。うんこなので、もう寝る準備に入ります。,1
paizaのPythonで解いた問題をRustでやり直すんではなく、アカウント新しくして解いていこう↓ああ〜初めてやる問題にbetaの言語は使えないのか〜↓('､3[____],0
単純にpypyでdecimalがバカ遅いのをpythonで回したから通っただけ よくあるやつ,0
クリーンインストール前にpythonの自作ライブラリ保存するの忘れててわろた,0
RPAのための備忘録右クリックメニューに項目追加方法「何もない場所」の場合、下記のレジストリを追加する。REG ADD HKEY_CLASSES_ROOT\Directory\Background\shell\表示名\command \d コマンド#Python #RPA #プログラミング #Windows,2
ていうかpython遅くね？,2
@KawaiiBOTz Source found on Pixiv!Similarity: 95.78%Title: FGO！！！Author: なでか＠ついったhttps://t.co/iIDhVbBWbMSource found via SauceNAO Python API Wrapper @ https://t.co/Y1XKgwPaCt !,0
【初心者・入門者向け】Pythonを実際に動かしながら勉強できるおすすめサイト3選https://t.co/mUjEV2Vzd5,1
おはー朝だよーもう2月だよ早いわ年始に立てた抱負たち・・・忘れてないよ逆に増えたPython言語を利用して株価データのサクサク利用,0
楽天市場 https://t.co/ipElFzVW932月10日入荷 予約商品 タナカワークス スモルト リボルバー Smolt Revolver Ver.3 HW 6インチ ガスガン リボルバー フルセット /Smython SW COLT S&amp;W コルト ハイブリッド PYTHON パイソ,0
@KawaiiBOTz Source found on Pixiv!Similarity: 94.55%Title: カルスラのIF絵まとめAuthor: サンドイッチ＠槌居https://t.co/ZHwLaQRaTqSource found via SauceNAO Python API Wrapper @ https://t.co/Y1XKgwPaCt !,0
(2/6) Yahooブックス コンピュータ言語の本ランキング6位:日曜はクーポン有/ Pythonではじめる機械学習　scikit‐learnで学ぶ特徴量エンジニアリングと機械学習の基礎/AndreasC．Mullerhttps://t.co/XJRcVxpXEq,3
#Python 関連の最新注目書籍#人工知能 部門売上ランキング 9位！『ゼロから作るDeep Learning ―Pythonで学ぶディープラーニングの理論と実装』https://t.co/coUNeDbJD8,0
python使いなのでusing str = string;してる,6
昨日の AtCoder Beginner Contest 191 D - Circle Lattice Points では Python (3.8.2) の decimal.Decimal 型を使えば誤差をまったくケアしなくても AC できて震える．ちなみに PyPy3 (7.3.0) では TLE.提出 #20018291 - AtCoder Beginner Contest 191 https://t.co/TbD0aLqTDe,2
@KawaiiBOTz Source found on Pixiv!Similarity: 96.37%Title: けもフレまとめ2Author: あかさあい㌠1日目Ａ22ahttps://t.co/TMdGlmZevGSource found via SauceNAO Python API Wrapper @ https://t.co/Y1XKgwPaCt !,0
Div2B、想定解がlong longでオーバーフローしているので制約を小さくしてリジャッジするらしい　ここまではPythonなので関係ないが、「それによって制約違反になるHackは無効になる」らしい　おい,6
今日はLINEbotのtext送信をGUIから送れるようにしよう！ってことでプログラム組んでみた😊LINEbot使って遊ぶの楽しいかも🎵#Python #プログラミング初心者 https://t.co/BCjvyQjVtp,4
"日本のツイートトレンドTOP10は['#日向坂で会いましょう', 'アリソン', 'フォーデン', '#馳河ランガ誕生祭2021', '#冨岡義勇誕生祭2021', '#乃木坂工事中', '指定暴力団組織', '組の評判', '#関ジャム', 'ギュンドアン']です #Python #Tweepy",0
竹内 洋平様のPython 3 エンジニア認定データ分析試験合格体験記を公開しました。 https://t.co/Bg4UbxuEh0 #AI #人工知能 2021年02月07日 19時00分,0
@kitaguniSamushi はじめまして！副業収入すごいですね！自分はPython勉強中なんですが、副業するには他の言語もやった方が良いのでしょうか？ご意見いただけたら嬉しいです。,0
ラズベリーパイより、2月8日4時0分の気温 -18.812℃  #raspberrypi #python #ifttt,1
2021-02-08 04:00:02仙台市現在の天候：所により雪　　　気温：1℃#仙台の天気#プログラミング #Python#相互フォロー #フォロバ100 #followback,3
@jun50_python 私も固まった,1
@jun50_python やったか！？,1
一般社会人が実践!pythonの始め方 &lt;たま&gt; が、Kindleストアで販売開始されました。読み放題対象。https://t.co/3kUPoRcyAq,0
Python Webサイトの作り方 &lt;葉山 涼介&gt; が、Kindleストアで販売開始されました。読み放題対象。https://t.co/El29I3csvd,0
@jun50_python おはよ 彼女に甘えたい,1
にーくんはPythonをする※BotによるTweetです,0
【G検定攻略ガイドYoutube】解説！G検定とは何なのか？｜https://t.co/sbRQ2V8yGr#G検定 #ディープラーニング #AI #人工知能 #資格 #Python2021-02-08 03:37:38.079623,0
tweetyで自分のアカウントのいいねを書き出す方法知ってる方いらっしゃいませんか#python #tweepy #twitter,0
@shimo9chan だねw簡単な処理はBashでよく書くけど今回のケースでは言語機能が貧弱だった…PythonはMLやデータ処理系でよく使われるしファイル操作周辺のライブラリは標準で一番充実してるんじゃないかな〜,1
Python基本構文の備忘録(Django編)作成したプロジェクトを実行#作成したプロジェクト内でpython https://t.co/S74oJjJIHK runserver#Python #Django #プログラミング,4
@jun50_python じゅんはIQ高いの知ってるから,1
@jun50_python ？おう,1
pythonを勉強したいので、参考になる本やサイトがあったら教えてください!,0
どうして画像の要らん背景を消したのに、pythonのウィンドウに映し出したら無効になってるの？（#＾ω＾）,0
後輩たちはpythonとc言語の両方の授業があるって認識でいいだろうか,3
金土はずっとpythonとmatplotlibであそんでて、日はJava→Kotlinで移植リファクタしてた,0
"日本のツイートトレンドTOP10は['#日向坂で会いましょう', '#馳河ランガ誕生祭2021', '#乃木坂工事中', '#冨岡義勇誕生祭2021', '#関ジャム', '指定暴力団組織', '組の評判', 'ギュンドアン', '義勇さん', 'iPhoneシャワー']です #Python #Tweepy",0
2021-02-08 03:00:01仙台市現在の天候：所により雪　　　気温：1℃#仙台の天気#プログラミング #Python#相互フォロー #フォロバ100 #followback,5
@KawaiiBOTz Source found on Pixiv!Similarity: 95.9%Title: 真夜中のデートAuthor: ちおり＠ついったhttps://t.co/PhUv0l3uEOSource found via SauceNAO Python API Wrapper @ https://t.co/Y1XKgwPaCt !,1
Pythonを使ってデータ分析を極める本です。最近界隈では大人気の本ですね。｜https://t.co/TrGAbU9Ybk#G検定 #ディープラーニング #AI #人工知能 #資格 #Python2021-02-08 02:55:57.815723,1
@The_Sobaddict どんな言語で開発を？PythonやらJavaScriptやらありますが,1
高知の中学・高校生プログラマー大募集！◎一緒に学ぼう◎初心者■Ruby またはPythonで開発■経験よりもやる気■アルバイト可■プログラムやってみたいひとお気軽にDMください。#高知 #アルバイト #プログラム #エンジニア #中高生 #夏休み,2
LinuxでvscodeでPython書いて、いつまでもついて追いかけてたら、やっぱり強い！ 送り返せたから知らない.,0
